CAD Event Number,CAD Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,CAD Event Original Time Queued,CAD Event Arrived Time,Dispatch Precinct,Dispatch Sector,Dispatch Beat,Dispatch Longitude,Dispatch Latitude,Dispatch Reporting Area,CAD Event Response Category,Call Sign Dispatch ID,Call Sign Dispatch Time,First CARE Call Sign At Scene Time,First CARE Call Sign Dispatch Time,First Co-Response Call Sign At Scene Time,First Co-Response Call Sign Dispatch Time,First SPD Call Sign at Scene Time,First SPD Call Sign Dispatch Time,Last CARE Call Sign In-Service Time,Last Co-Response Call Sign In-Service Time,Last SPD Call Sign In-Service Time,CARE Call Sign Total Service Time (s),Co-Response Call Sign Total Service Time (s),SPD Call Sign Total Service Time (s),Call Sign Total Service Time (s),First CARE Call Sign Dispatch Delay Time (s),First CARE Call Sign Response Time (s),First Co-Response Call Sign Dispatch Delay Time (s),First Co-Response Call Sign Response Time (s),First SPD Call Sign Dispatch Delay Time (s),First SPD Call Sign Response Time (s),Call Sign Dispatch Delay Time (s),Call Sign Response Time (s),Call Sign at Scene Time,CAD Event First Response Time (s),Call Sign In-Service Time,Call Type Indicator,Dispatch Neighborhood,Call Type Received Classification
2025000082939,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,ASSIGNED DUTY - CENTURYLINK STADIUM,03/28/2025 04:34:45 PM,03/28/2025 04:34:45 PM,WEST,KING,K2,,,,SPD,2025000082939T6,03/28/2025 04:34:45 PM,,,,,03/28/2025 04:34:45 PM,03/28/2025 04:34:45 PM,,,03/28/2025 10:46:52 PM,,,22327,22327,,,,,0,0,0,0,03/28/2025 04:34:45 PM,0,03/28/2025 10:46:52 PM,ONVIEW,-,OFFICER_GENERATED
2025000033679,TRANSPORT ESCORT,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",02/05/2025 06:00:51 PM,02/05/2025 06:00:51 PM,WEST,KING,K1,,,,SPD,2025000033679DECLK,02/05/2025 06:00:51 PM,,,,,02/05/2025 06:00:51 PM,02/05/2025 06:00:51 PM,,,02/05/2025 06:51:32 PM,,,3041,3041,,,,,0,0,0,0,02/05/2025 06:00:51 PM,0,02/05/2025 06:51:32 PM,ONVIEW,-,OFFICER_GENERATED
2025000037274,DUPLICATE EVENT,ONVIEW,9,ASSIGNED DUTY - OTHER ESCORT,ASSIGNED DUTY - OTHER ESCORT,02/09/2025 05:09:51 PM,02/09/2025 05:09:51 PM,UNKNOWN,,NP,,,,CARE,2025000037274CARE21,02/09/2025 05:09:51 PM,02/09/2025 05:09:51 PM,02/09/2025 05:09:51 PM,,,,,02/09/2025 05:12:39 PM,,,336,,,336,0,0,,,,,0,0,02/09/2025 05:09:51 PM,0,02/09/2025 05:12:39 PM,ONVIEW,-,OFFICER_GENERATED
2024000290823,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,CROWD MGMNT (STAND BY ONLY),10/13/2024 10:55:39 AM,10/13/2024 10:56:58 AM,WEST,DAVID,D3,,,,SPD,2024000290823DSPOC2,10/13/2024 11:17:29 AM,,,,,10/13/2024 10:56:58 AM,10/13/2024 10:56:58 AM,,,10/13/2024 05:51:01 PM,,,187915,19067,,,,,79,79,1310,1997,10/13/2024 11:28:56 AM,79,10/13/2024 04:35:16 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000324119,CANCELLED EVENT,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,11/15/2024 08:59:42 PM,11/15/2024 08:59:42 PM,NORTH,UNION,U3,,,,SPD,2024000324119T25,11/15/2024 08:59:42 PM,,,,,11/15/2024 08:59:42 PM,11/15/2024 08:59:42 PM,,,11/15/2024 09:00:26 PM,,,44,44,,,,,0,0,0,0,11/15/2024 08:59:42 PM,0,11/15/2024 09:00:26 PM,ONVIEW,-,OFFICER_GENERATED
2024000149366,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,06/02/2024 07:55:04 AM,06/02/2024 07:55:04 AM,EAST,EDWARD,E3,,,,SPD,2024000149366V8771,06/02/2024 07:55:04 AM,,,,,06/02/2024 07:55:04 AM,06/02/2024 07:55:04 AM,,,06/02/2024 01:19:51 PM,,,19017,19017,,,,,0,0,0,0,06/02/2024 07:55:04 AM,0,06/02/2024 01:19:51 PM,ONVIEW,-,OFFICER_GENERATED
2024000160683,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",06/13/2024 09:56:26 AM,06/13/2024 09:56:26 AM,NORTH,LINCOLN,L3,,,,SPD,20240001606831J07,06/13/2024 09:56:26 AM,,,,,06/13/2024 09:56:26 AM,06/13/2024 09:56:26 AM,,,06/13/2024 12:34:22 PM,,,16886,9476,,,,,0,0,0,0,06/13/2024 09:56:26 AM,0,06/13/2024 12:34:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000188165,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,ASSIGNED DUTY - IN-SERVICE TRAINING,07/09/2024 08:08:21 AM,07/09/2024 08:08:21 AM,UNKNOWN,,HS,,,,SPD,2024000188165HBR1,07/09/2024 08:08:21 AM,,,,,07/09/2024 08:08:21 AM,07/09/2024 08:08:21 AM,,,07/09/2024 12:22:13 PM,,,15232,15232,,,,,0,0,0,0,07/09/2024 08:08:21 AM,0,07/09/2024 12:22:13 PM,ONVIEW,-,OFFICER_GENERATED
2024000170830,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,06/23/2024 05:52:56 AM,06/23/2024 05:52:56 AM,WEST,DAVID,D2,,,,SPD,2024000170830TRUC5,06/23/2024 05:52:56 AM,,,,,06/23/2024 05:52:56 AM,06/23/2024 05:52:56 AM,,,06/23/2024 05:25:47 PM,,,5218,5218,,,,,0,0,0,0,06/23/2024 05:52:56 AM,0,06/23/2024 05:25:47 PM,ONVIEW,-,OFFICER_GENERATED
2024000182684,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/04/2024 09:43:09 AM,07/04/2024 09:43:32 AM,NORTH,BOY,B3,,,,SPD,20240001826846N,07/04/2024 03:26:01 PM,,,,,07/04/2024 09:43:32 AM,07/04/2024 09:43:32 AM,,,07/05/2024 01:38:01 AM,,,661919,36720,,,,,23,23,20572,20572,07/04/2024 03:26:01 PM,23,07/05/2024 01:38:01 AM,DISPATCH,-,COMMUNITY_GENERATED
2024000185463,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,07/06/2024 04:49:24 PM,07/06/2024 04:49:24 PM,WEST,KING,K3,,,,SPD,20240001854632G1,07/06/2024 04:49:24 PM,,,,,07/06/2024 04:49:24 PM,07/06/2024 04:49:24 PM,,,07/06/2024 07:52:52 PM,,,11008,11008,,,,,0,0,0,0,07/06/2024 04:49:24 PM,0,07/06/2024 07:52:52 PM,ONVIEW,-,OFFICER_GENERATED
2024000206251,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,07/25/2024 12:31:52 PM,07/25/2024 12:31:52 PM,SOUTH,OCEAN,O1,,,,SPD,2024000206251CP5,07/25/2024 12:31:52 PM,,,,,07/25/2024 12:31:52 PM,07/25/2024 12:31:52 PM,,,07/25/2024 10:17:24 PM,,,35132,35132,,,,,0,0,0,0,07/25/2024 12:31:52 PM,0,07/25/2024 10:17:24 PM,ONVIEW,-,OFFICER_GENERATED
2025000087221,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - IN-SERVICE TRAINING,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",04/02/2025 01:04:59 AM,04/02/2025 01:04:59 AM,NORTH,NORA,N3,,,,SPD,20250000872213L09,04/02/2025 01:04:59 AM,,,,,04/02/2025 01:04:59 AM,04/02/2025 01:04:59 AM,,,04/02/2025 03:54:04 AM,,,10145,10145,,,,,0,0,0,0,04/02/2025 01:04:59 AM,0,04/02/2025 03:54:04 AM,ONVIEW,-,OFFICER_GENERATED
2024000120367,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/03/2024 02:58:11 PM,05/03/2024 02:58:11 PM,WEST,DAVID,D3,,,,SPD,2024000120367V7237,05/03/2024 02:58:11 PM,,,,,05/03/2024 02:58:11 PM,05/03/2024 02:58:11 PM,,,05/03/2024 06:35:05 PM,,,13014,13014,,,,,0,0,0,0,05/03/2024 02:58:11 PM,0,05/03/2024 06:35:05 PM,ONVIEW,-,OFFICER_GENERATED
2024000275914,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,09/28/2024 08:52:50 AM,09/28/2024 08:52:50 AM,NORTH,UNION,U3,,,,SPD,20240002759142U71,09/28/2024 09:15:49 AM,,,,,09/28/2024 08:52:50 AM,09/28/2024 08:52:50 AM,,,09/28/2024 09:39:47 AM,,,7413,2870,,,,,0,0,1379,1379,09/28/2024 09:15:49 AM,0,09/28/2024 09:39:44 AM,ONVIEW,-,OFFICER_GENERATED
2024000343301,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,12/06/2024 11:53:46 AM,12/06/2024 11:53:46 AM,EAST,CHARLIE,C1,,,,SPD,2024000343301CP5,12/06/2024 11:53:46 AM,,,,,12/06/2024 11:53:46 AM,12/06/2024 11:53:46 AM,,,12/06/2024 12:38:43 PM,,,2697,2697,,,,,0,0,0,0,12/06/2024 11:53:46 AM,0,12/06/2024 12:38:43 PM,ONVIEW,-,OFFICER_GENERATED
2025000003452,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),PREMISE CHECKS - CRIME PREVENTION,01/04/2025 07:59:38 PM,01/04/2025 07:59:38 PM,WEST,DAVID,D1,,,,SPD,20250000034523D11,01/04/2025 07:59:38 PM,,,,,01/04/2025 07:59:38 PM,01/04/2025 07:59:38 PM,,,01/04/2025 09:23:49 PM,,,10102,10102,,,,,0,0,0,0,01/04/2025 07:59:38 PM,0,01/04/2025 09:23:49 PM,ONVIEW,BELLTOWN,OFFICER_GENERATED
2025000053620,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,02/26/2025 06:35:06 PM,02/26/2025 06:35:06 PM,WEST,MARY,M1,,,,SPD,2025000053620V8820,02/26/2025 06:35:06 PM,,,,,02/26/2025 06:35:06 PM,02/26/2025 06:35:06 PM,,,02/26/2025 09:35:04 PM,,,10798,10798,,,,,0,0,0,0,02/26/2025 06:35:06 PM,0,02/26/2025 09:35:04 PM,ONVIEW,-,OFFICER_GENERATED
2025000062941,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",03/08/2025 11:31:56 AM,03/08/2025 11:31:57 AM,WEST,MARY,M2,,,,SPD,2025000062941Z32,03/08/2025 11:32:45 AM,,,,,03/08/2025 11:31:57 AM,03/08/2025 11:31:57 AM,,,03/08/2025 10:41:21 PM,,,318186,39053,,,,,1,1,49,49,03/08/2025 11:32:45 AM,1,03/08/2025 10:41:21 PM,ONVIEW,-,OFFICER_GENERATED
2025000066780,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),PREMISE CHECKS - CRIME PREVENTION,03/12/2025 12:10:27 PM,03/12/2025 12:10:27 PM,WEST,DAVID,D1,,,,SPD,20250000667802D91,03/12/2025 12:10:27 PM,,,,,03/12/2025 12:10:27 PM,03/12/2025 12:10:27 PM,,,03/12/2025 03:41:38 PM,,,2298,2298,,,,,0,0,0,0,03/12/2025 12:10:27 PM,0,03/12/2025 03:41:38 PM,ONVIEW,BELLTOWN,OFFICER_GENERATED
2024000125208,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/08/2024 05:18:07 PM,05/08/2024 05:18:07 PM,WEST,DAVID,D3,,,,SPD,2024000125208V8216,05/08/2024 05:18:07 PM,,,,,05/08/2024 05:18:07 PM,05/08/2024 05:18:07 PM,,,05/08/2024 08:32:17 PM,,,11650,11650,,,,,0,0,0,0,05/08/2024 05:18:07 PM,0,05/08/2024 08:32:17 PM,ONVIEW,-,OFFICER_GENERATED
2024000154419,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - REPORTS,ASSIGNED DUTY - REPORTS,06/07/2024 09:44:02 AM,06/07/2024 09:44:02 AM,NORTH,NORA,N3,,,,SPD,20240001544191J07,06/07/2024 09:44:02 AM,,,,,06/07/2024 09:44:02 AM,06/07/2024 09:44:02 AM,,,06/07/2024 11:03:39 AM,,,4777,4777,,,,,0,0,0,0,06/07/2024 09:44:02 AM,0,06/07/2024 11:03:39 AM,ONVIEW,-,OFFICER_GENERATED
2024000329946,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,11/21/2024 04:29:34 PM,11/21/2024 04:29:34 PM,WEST,DAVID,D1,,,,SPD,20240003299462M11,11/21/2024 04:29:34 PM,,,,,11/21/2024 04:29:34 PM,11/21/2024 04:29:34 PM,,,11/21/2024 08:34:06 PM,,,310,303,,,,,0,0,0,0,11/21/2024 04:29:34 PM,0,11/21/2024 08:34:06 PM,ONVIEW,SLU/CASCADE,OFFICER_GENERATED
2025000035753,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,02/07/2025 09:05:14 PM,02/07/2025 09:05:14 PM,SOUTH,SAM,S2,,,,SPD,2025000035753V5653,02/07/2025 09:05:14 PM,,,,,02/07/2025 09:05:14 PM,02/07/2025 09:05:14 PM,,,02/08/2025 12:09:28 AM,,,11054,11054,,,,,0,0,0,0,02/07/2025 09:05:14 PM,0,02/08/2025 12:09:28 AM,ONVIEW,-,OFFICER_GENERATED
2024000341636,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,12/04/2024 05:10:08 PM,12/04/2024 05:10:08 PM,NORTH,NORA,N2,,,,SPD,2024000341636V7627,12/04/2024 05:10:08 PM,,,,,12/04/2024 05:10:08 PM,12/04/2024 05:10:08 PM,,,12/04/2024 08:32:22 PM,,,12134,12134,,,,,0,0,0,0,12/04/2024 05:10:08 PM,0,12/04/2024 08:32:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000356255,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,12/19/2024 08:15:44 PM,12/19/2024 08:15:44 PM,WEST,KING,K3,,,,SPD,20240003562553E91,12/19/2024 08:15:44 PM,,,,,12/19/2024 08:15:44 PM,12/19/2024 08:15:44 PM,,,12/19/2024 08:48:10 PM,,,3892,3892,,,,,0,0,0,0,12/19/2024 08:15:44 PM,0,12/19/2024 08:48:10 PM,ONVIEW,-,OFFICER_GENERATED
2025000018154,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,01/20/2025 10:23:12 AM,01/20/2025 10:23:13 AM,SOUTH,SAM,S1,,,,SPD,20250000181541R12,01/20/2025 10:23:13 AM,,,,,01/20/2025 10:23:13 AM,01/20/2025 10:23:13 AM,,,01/20/2025 12:49:08 PM,,,8755,8755,,,,,1,1,1,1,01/20/2025 10:23:13 AM,1,01/20/2025 12:49:08 PM,ONVIEW,-,OFFICER_GENERATED
2024000327462,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",11/19/2024 03:12:33 PM,11/19/2024 03:12:33 PM,WEST,KING,K3,,,,SPD,2024000327462CAR21,11/19/2024 03:12:33 PM,,,,,11/19/2024 03:12:33 PM,11/19/2024 03:12:33 PM,,,11/19/2024 06:06:43 PM,,,10450,10450,,,,,0,0,0,0,11/19/2024 03:12:33 PM,0,11/19/2024 06:06:43 PM,ONVIEW,-,OFFICER_GENERATED
2024000343526,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),PREMISE CHECKS - CRIME PREVENTION,12/06/2024 03:46:10 PM,12/06/2024 03:46:10 PM,WEST,DAVID,D1,,,,SPD,2024000343526212,12/06/2024 03:46:12 PM,,,,,12/06/2024 03:46:10 PM,12/06/2024 03:46:10 PM,,,12/06/2024 03:53:57 PM,,,931,465,,,,,0,0,2,2,12/06/2024 03:46:12 PM,0,12/06/2024 03:53:57 PM,ONVIEW,BELLTOWN,OFFICER_GENERATED
2025000016567,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,01/18/2025 12:45:02 PM,01/18/2025 12:45:02 PM,WEST,MARY,M3,,,,SPD,20250000165672D81,01/18/2025 12:45:05 PM,,,,,01/18/2025 12:45:02 PM,01/18/2025 12:45:02 PM,,,01/18/2025 09:14:22 PM,,,91669,30549,,,,,0,0,3,3,01/18/2025 12:45:05 PM,0,01/18/2025 09:14:14 PM,ONVIEW,-,OFFICER_GENERATED
2024000261044,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,PREMISE CHECKS - CRIME PREVENTION,09/13/2024 07:51:44 PM,09/13/2024 07:51:44 PM,EAST,GEORGE,G2,,,,SPD,2024000261044V7639,09/13/2024 07:51:44 PM,,,,,09/13/2024 07:51:44 PM,09/13/2024 07:51:44 PM,,,09/14/2024 12:49:52 AM,,,17888,17888,,,,,0,0,0,0,09/13/2024 07:51:44 PM,0,09/14/2024 12:49:52 AM,ONVIEW,-,OFFICER_GENERATED
2024000305859,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),PREMISE CHECKS - CRIME PREVENTION,10/28/2024 10:35:01 AM,10/28/2024 10:35:01 AM,NORTH,BOY,B1,,,,SPD,2024000305859HBR2,10/28/2024 10:35:01 AM,,,,,10/28/2024 10:35:01 AM,10/28/2024 10:35:01 AM,,,10/28/2024 10:52:15 AM,,,1034,1034,,,,,0,0,0,0,10/28/2024 10:35:01 AM,0,10/28/2024 10:52:15 AM,ONVIEW,BALLARD SOUTH,OFFICER_GENERATED
2025000060638,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - BUSINESS CHECK,03/06/2025 02:35:46 AM,03/06/2025 02:35:47 AM,WEST,MARY,M3,,,,SPD,20250000606383M1,03/06/2025 02:35:47 AM,,,,,03/06/2025 02:35:47 AM,03/06/2025 02:35:47 AM,,,03/06/2025 04:26:19 AM,,,13264,13264,,,,,1,1,1,1,03/06/2025 02:35:47 AM,1,03/06/2025 04:26:19 AM,ONVIEW,-,OFFICER_GENERATED
2024000290090,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,10/12/2024 02:18:58 PM,10/12/2024 02:18:59 PM,WEST,KING,K3,,,,SPD,20240002900902E33,10/12/2024 02:18:59 PM,,,,,10/12/2024 02:18:59 PM,10/12/2024 02:18:59 PM,,,10/12/2024 05:10:50 PM,,,8009,8009,,,,,1,1,1,1,10/12/2024 02:18:59 PM,1,10/12/2024 05:10:50 PM,ONVIEW,-,OFFICER_GENERATED
2025000017359,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIST OTHER AGENCY - CITY AGENCY,01/19/2025 10:17:16 AM,01/19/2025 10:17:17 AM,EAST,EDWARD,E2,,,,SPD,20250000173591E21,01/19/2025 10:17:17 AM,,,,,01/19/2025 10:17:17 AM,01/19/2025 10:17:17 AM,,,01/19/2025 10:35:14 AM,,,1077,1077,,,,,1,1,1,1,01/19/2025 10:17:17 AM,1,01/19/2025 10:35:14 AM,ONVIEW,-,OFFICER_GENERATED
2025000025252,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,01/27/2025 02:48:09 PM,01/27/2025 02:48:10 PM,WEST,MARY,M2,,,,SPD,2025000025252V8092,01/27/2025 02:48:10 PM,,,,,01/27/2025 02:48:10 PM,01/27/2025 02:48:10 PM,,,01/27/2025 06:58:29 PM,,,15019,15019,,,,,1,1,1,1,01/27/2025 02:48:10 PM,1,01/27/2025 06:58:29 PM,ONVIEW,-,OFFICER_GENERATED
2024000123142,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,EAST,GEORGE,G2,,,,SPD/CARE Co-Response,2024000123142CARE11,05/06/2024 04:05:19 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,05/06/2024 04:05:18 PM,,,05/06/2024 08:10:08 PM,05/06/2024 08:17:43 PM,,26785,76145,,12095,0,0,0,0,,,1,1,05/06/2024 04:05:19 PM,0,05/06/2024 07:26:54 PM,ONVIEW,-,OFFICER_GENERATED
2024000146733,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",PREMISE CHECKS - CRIME PREVENTION,05/30/2024 03:20:21 PM,05/30/2024 03:20:21 PM,EAST,EDWARD,E2,,,,SPD,2024000146733CP5,05/30/2024 03:20:21 PM,,,,,05/30/2024 03:20:21 PM,05/30/2024 03:20:21 PM,,,05/30/2024 05:50:16 PM,,,8995,8995,,,,,0,0,0,0,05/30/2024 03:20:21 PM,0,05/30/2024 05:50:16 PM,ONVIEW,-,OFFICER_GENERATED
2025000061737,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),03/07/2025 07:51:54 AM,03/07/2025 07:51:54 AM,SOUTHWEST,WILLIAM,W3,,,,SPD,2025000061737CSO16,03/07/2025 07:51:54 AM,,,,,03/07/2025 07:51:54 AM,03/07/2025 07:51:54 AM,,,03/07/2025 09:11:39 AM,,,9570,9570,,,,,0,0,0,0,03/07/2025 07:51:54 AM,0,03/07/2025 09:11:39 AM,ONVIEW,-,OFFICER_GENERATED
2024000337260,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",11/29/2024 07:22:02 PM,11/29/2024 07:22:02 PM,NORTH,NORA,N3,,,,SPD,20240003372603L09,11/29/2024 07:22:02 PM,,,,,11/29/2024 07:22:02 PM,11/29/2024 07:22:02 PM,,,11/29/2024 07:25:08 PM,,,186,186,,,,,0,0,0,0,11/29/2024 07:22:02 PM,0,11/29/2024 07:25:08 PM,ONVIEW,-,OFFICER_GENERATED
2025000014285,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,01/16/2025 05:56:49 AM,01/16/2025 05:56:49 AM,WEST,DAVID,D2,,,,SPD,2025000014285TRUC5,01/16/2025 05:56:49 AM,,,,,01/16/2025 05:56:49 AM,01/16/2025 05:56:49 AM,,,01/16/2025 07:51:43 AM,,,6894,6894,,,,,0,0,0,0,01/16/2025 05:56:49 AM,0,01/16/2025 07:51:43 AM,ONVIEW,-,OFFICER_GENERATED
2025000070706,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - BUSINESS CHECK,03/16/2025 12:25:27 PM,03/16/2025 12:25:27 PM,WEST,KING,K3,,,,SPD,20250000707063G,03/16/2025 11:00:55 PM,,,,,03/16/2025 12:25:27 PM,03/16/2025 12:25:27 PM,,,03/16/2025 11:01:51 PM,,,11744,56,,,,,0,0,38128,38132,03/16/2025 11:00:59 PM,0,03/16/2025 11:01:51 PM,ONVIEW,-,OFFICER_GENERATED
2024000307412,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/29/2024 08:17:06 PM,10/29/2024 08:17:06 PM,WEST,MARY,M1,,,,SPD,2024000307412V4852,10/29/2024 08:17:06 PM,,,,,10/29/2024 08:17:06 PM,10/29/2024 08:17:06 PM,,,10/29/2024 10:51:08 PM,,,9242,9242,,,,,0,0,0,0,10/29/2024 08:17:06 PM,0,10/29/2024 10:51:08 PM,ONVIEW,-,OFFICER_GENERATED
2024000338603,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,PREMISE CHECKS - CRIME PREVENTION,12/01/2024 12:46:49 PM,12/01/2024 12:46:49 PM,WEST,KING,K3,,,,SPD,20240003386032Q,12/01/2024 01:09:08 PM,,,,,12/01/2024 12:46:49 PM,12/01/2024 12:46:49 PM,,,12/01/2024 01:40:59 PM,,,4393,1823,,,,,0,0,1339,1339,12/01/2024 01:09:08 PM,0,12/01/2024 01:39:31 PM,ONVIEW,-,OFFICER_GENERATED
2024000364252,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,12/29/2024 08:03:58 AM,12/29/2024 08:03:58 AM,EAST,EDWARD,E3,,,,SPD,2024000364252V7666,12/29/2024 08:14:22 AM,,,,,12/29/2024 08:03:58 AM,12/29/2024 08:03:58 AM,,,12/29/2024 01:11:27 PM,,,35751,17825,,,,,0,0,624,624,12/29/2024 08:14:22 AM,0,12/29/2024 01:11:27 PM,ONVIEW,-,OFFICER_GENERATED
2025000075636,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),03/21/2025 10:13:47 AM,03/21/2025 10:13:47 AM,SOUTH,OCEAN,O1,,,,SPD,2025000075636CAR21,03/21/2025 10:13:47 AM,,,,,03/21/2025 10:13:47 AM,03/21/2025 10:13:47 AM,,,03/21/2025 10:35:07 AM,,,1280,1280,,,,,0,0,0,0,03/21/2025 10:13:47 AM,0,03/21/2025 10:35:07 AM,ONVIEW,SODO,OFFICER_GENERATED
